order_id,date,client_id,produit,categorie,prix_unitaire,quantite,ville,canal,chiffre_affaires
935,2025-03-03,490,Clavier,Audio,123.37,3,Charpentier,Boutique,370.11
936,2025-05-09,47,Clavier,Informatqiue,176.64,3,,Web,529.92
937,2025-06-30,383,Disque SSD,Informatique,-196.12,2,Tessier,Marketplace,-392.24
938,2025-05-07,273,Souris,Informatique,150.22,2,BessonVille,Web,300.44
939,2024-12-28,421,Casque Bluetooth,Audio,27.34,3,Saint Joseph,Boutique,82.02
940,2025-07-23,102,Disque SSD,Informatique,-179.69,1,De Sousa,Web,-179.69
941,2025-08-19,339,Disque SSD,Informatique,-173.06,2,Louis-sur-Fernandes,Web,-346.12
942,2025-04-10,451,Écran 24 pouces,Accessoire,89.7,10,Lagarde,Web,897.0
943,2024-11-03,285,Chargeur rapide,Audio,80.21,2,LégerBourg,Web,160.42
944,2025-05-06,500,Batterie externe,Informatique,63.3,10,Leroux,Marketplace,633.0
945,2025-07-06,382,Chargeur rapide,Audio,166.86,1,Sainte Pauline,Web,166.86
946,2025-05-26,491,Batterie externe,Informatique,117.95,2,,Marketplace,235.9
947,2024-12-24,78,Disque SSD,Informatique,182.61,5,,Web,913.05
948,2025-04-09,125,Clavier,Accessoire,37.98,3,Maurice,Web,113.94
949,2025-01-31,268,Clavier,Audio,-64.81,2,MaceBourg,Web,-129.62
950,2025-08-31,419,Souris,Audio,47.92,1,,Web,47.92
951,2024-12-28,333,Enceinte Bluetooth,Informatique,-27.08,1,Fabre,Web,-27.08
952,2025-08-10,151,Disque SSD,Informatique,25.43,1,,Web,25.43
953,2024-11-23,171,Enceinte Bluetooth,Informatique,62.47,2,Roux,Web,124.94
954,2024-12-24,463,Enceinte Bluetooth,Informatqiue,42.09,2,Gosselin,Boutique,84.18
955,2025-03-13,76,Câble USB-C,Accessoire,156.04,2,Normand-la-Forêt,Boutique,312.08
956,2025-03-18,476,Casque Bluetooth,Informatique,29.24,5,Saint ThibaultVille,Boutique,146.2
957,2025-07-06,339,Souris,Informatique,-133.66,1,Michel,Marketplace,-133.66
958,2025-07-22,30,Webcam HD,Informatique,108.65,1,Bouchet-la-Forêt,Web,108.65
959,2025-01-18,489,Souris,Informatique,149.09,10,Hoarau-sur-Mer,Web,1490.9
960,2025-09-10,126,Webcam HD,Informatique,190.18,3,Germain,Marketplace,570.54
961,2025-01-17,95,Clavier,Accessoire,103.01,2,Saint Anastasie-la-Forêt,Boutique,206.02
962,2025-10-14,4,Enceinte Bluetooth,Informatique,-142.54,5,Picard-sur-Laine,Web,-712.7
963,2025-05-08,464,Webcam HD,Informatique,52.92,2,,Web,105.84
964,2024-12-24,124,Batterie externe,Accessoire,178.79,1,Lévêque-sur-Mer,Boutique,178.79
965,2025-01-25,469,Câble USB-C,Informatique,110.41,1,Lemoine,Web,110.41
966,2025-07-30,285,Câble USB-C,Informatique,199.1,2,Pariss,Boutique,398.2
967,2025-07-26,80,Disque SSD,Informatique,22.2,3,,Boutique,66.6
968,2025-07-01,62,Webcam HD,Audio,141.55,0,Baudry-sur-Mer,Boutique,0.0
969,2025-09-11,193,Disque SSD,Informatique,131.09,3,Dos Santos-la-Forêt,Web,393.27
970,2025-10-17,210,Batterie externe,Informatique,121.42,3,,Web,364.26
971,2025-04-16,56,Câble USB-C,Audio,55.26,2,,Boutique,110.52
972,2025-09-28,218,Clavier,Informatique,92.18,10,,Boutique,921.8
973,2025-03-21,336,Casque Bluetooth,Informatique,58.41,3,,Web,175.23
974,2025-10-08,185,Batterie externe,Informatique,122.45,3,Carre,Web,367.35
975,2025-08-27,382,Chargeur rapide,Informatique,129.03,3,ChevallierBourg,Marketplace,387.09
976,2025-01-18,167,Clavier,Informatique,145.96,2,GrégoireBourg,Web,291.92
977,2025-06-10,401,Disque SSD,Informatique,26.99,1,Gosselin,Web,26.99
978,2024-11-16,23,Chargeur rapide,Informatique,136.84,2,Aubry-sur-Rivière,Web,273.68
979,2025-01-19,77,Disque SSD,Informatique,156.43,1,,Web,156.43
980,2025-09-06,115,Disque SSD,Accessoire,51.04,2,PotierVille,Web,102.08
981,2025-09-07,361,Batterie externe,Accessoire,129.86,3,Valette,Web,389.58
982,2025-01-27,326,Disque SSD,Informatique,-189.97,2,Sainte Henri,Web,-379.94
983,2025-03-24,360,Batterie externe,Audio,104.66,3,Saint Alice-les-Bains,Web,313.98
984,2024-11-30,400,Clavier,Informatqiue,54.18,2,Fernandes,Boutique,108.36
985,2025-01-23,85,Clavier,Accessoire,-89.84,2,Bernard,Web,-179.68
986,2024-12-22,218,Disque SSD,Audio,54.59,2,Evrardnec,Web,109.18
987,2024-12-23,129,Chargeur rapide,Informatqiue,162.78,2,,Web,325.56
988,2025-02-10,408,Casque Bluetooth,Informatique,153.88,10,Humbert,Marketplace,1538.8
989,2025-07-21,315,Disque SSD,Informatique,31.03,5,Pariss,Web,155.15
990,2025-03-31,430,Webcam HD,Informatique,6.61,0,Albertnec,Boutique,0.0
991,2025-01-11,230,Câble USB-C,Informatqiue,28.15,2,Coste-les-Bains,Web,56.3
992,2024-11-15,133,Webcam HD,Informatique,29.36,2,,Web,58.72
993,2025-05-20,257,Casque Bluetooth,Informatique,102.1,0,Vaillant,Web,0.0
994,2024-11-19,380,Webcam HD,Informatique,-14.63,1,Saint Patricia,Boutique,-14.63
995,2025-05-04,267,Écran 24 pouces,Informatique,98.54,2,,Web,197.08
996,2025-08-30,19,Chargeur rapide,Accessoire,97.05,2,Gillet,Web,194.1
997,2024-11-30,64,Casque Bluetooth,Informatique,135.86,3,Ruiz,Boutique,407.58
998,2024-12-18,160,Batterie externe,Informatique,8.91,2,,Web,17.82
999,2025-08-12,188,Chargeur rapide,Informatique,63.75,1,Imbert,Boutique,63.75
1000,2025-01-11,62,Souris,Informatique,74.39,5,Vallet,Web,371.95
1001,2025-10-10,314,Clavier,Informatique,111.18,5,,Web,555.9
1002,2025-02-11,307,Écran 24 pouces,Accessoire,210.07,1,BuissonVille,Web,210.07
1003,2025-04-12,340,Câble USB-C,Informatique,186.67,2,Sainte Jeannineboeuf,Marketplace,373.34
1004,2025-03-27,361,Clavier,Audio,51.66,10,Charles-sur-Chrétien,Web,516.6
1005,2025-01-11,80,Chargeur rapide,Audio,68.14,-1,Chauvindan,Marketplace,-68.14
1006,2025-04-08,391,Câble USB-C,Informatique,33.26,3,Henry,Web,99.78
1007,2025-04-04,94,Câble USB-C,Informatique,139.04,2,FischerBourg,Boutique,278.08
1008,2025-07-01,180,Clavier,Informatique,138.77,2,Gilbertnec,Web,277.54
1009,2024-12-25,36,Chargeur rapide,Informatique,138.54,3,Pariss,Web,415.62
1010,2025-07-30,377,Câble USB-C,Informatique,105.49,1,Schmitt,Marketplace,105.49
1011,2025-08-03,480,Disque SSD,Informatique,22.64,3,Meyerdan,Boutique,67.92
1012,2025-09-27,426,Disque SSD,Audio,61.46,3,Hamondan,Web,184.38
1013,2025-07-09,232,Enceinte Bluetooth,Informatique,21.1,3,Augernec,Marketplace,63.3
1014,2025-02-23,279,Clavier,Accessoire,123.38,2,Garcia,Web,246.76
1015,2025-02-05,436,Casque Bluetooth,Informatique,169.57,2,JulienBourg,Web,339.14
1016,2025-03-11,178,Écran 24 pouces,Informatique,46.01,1,,Web,46.01
1017,2025-05-06,451,Webcam HD,Informatique,31.59,10,Grégoireboeuf,Web,315.9
1018,2025-07-24,135,Batterie externe,Accessoire,143.21,1,Imbert,Marketplace,143.21
1019,2025-06-01,134,Webcam HD,Informatique,197.46,3,Boucher,Boutique,592.38
1020,2024-11-16,74,Batterie externe,Accessoire,141.77,1,Sainte Michelle,Boutique,141.77
1021,2025-06-13,30,Disque SSD,Audio,135.16,2,,Marketplace,270.32
1022,2025-04-11,134,Chargeur rapide,Informatique,133.62,1,Dijoux-la-Forêt,Web,133.62
1023,2025-03-20,87,Webcam HD,Informatqiue,103.2,10,LégerBourg,Web,1032.0
1024,2025-07-20,496,Écran 24 pouces,Informatique,88.85,2,Garcia,Web,177.7
1025,2025-04-25,144,Chargeur rapide,Audio,166.59,2,RoussetBourg,Web,333.18
1026,2025-01-25,354,Écran 24 pouces,Informatique,91.63,2,Gosselin,Boutique,183.26
1027,2025-01-06,190,Clavier,Informatique,42.86,2,,Boutique,85.72
1028,2025-09-14,237,Batterie externe,Informatique,149.26,2,,Web,298.52
1029,2025-03-31,146,Webcam HD,Informatqiue,32.53,2,Saint Bernardboeuf,Marketplace,65.06
1030,2025-04-04,451,Câble USB-C,Audio,188.95,1,Pariss,Boutique,188.95
1031,2025-08-25,109,Chargeur rapide,Audio,123.26,1,PotierVille,Web,123.26
1032,2025-08-24,385,Câble USB-C,Informatqiue,53.52,2,Marty-les-Bains,Marketplace,107.04
1033,2025-10-23,200,Batterie externe,Informatique,160.87,2,,Web,321.74
1034,2024-12-27,119,Écran 24 pouces,Informatique,90.66,2,Boulay,Web,181.32
1035,2025-05-08,95,Disque SSD,Audio,147.98,10,,Web,1479.8
1036,2025-10-05,181,Chargeur rapide,Accessoire,126.71,1,Meyerdan,Web,126.71
1037,2025-02-19,95,Disque SSD,Audio,31.17,2,Pariss,Web,62.34
1038,2025-05-17,179,Câble USB-C,Informatique,52.07,1,Humbert,Marketplace,52.07
1039,2025-08-31,309,Disque SSD,Informatique,183.57,3,Klein,Marketplace,550.71
1040,2025-04-14,338,Câble USB-C,Audio,92.16,1,,Web,92.16
1041,2025-01-10,297,Souris,Informatique,169.82,10,Pariss,Web,1698.2
1042,2024-12-26,170,Câble USB-C,Audio,107.19,2,Garnier,Boutique,214.38
1043,2025-02-13,430,Webcam HD,Informatique,109.31,2,Saint Patricia,Web,218.62
1044,2025-04-14,79,Câble USB-C,Informatique,22.81,3,Garnier,Boutique,68.43
1045,2025-07-18,435,Chargeur rapide,Informatique,151.77,5,,Marketplace,758.85
1046,2025-03-10,2,Chargeur rapide,Informatique,136.62,5,Pauldan,Web,683.1
1047,2025-01-05,373,Écran 24 pouces,Informatique,50.22,5,Saint Hélène,Web,251.1
1048,2025-09-15,22,Écran 24 pouces,Accessoire,82.67,5,Saint Lucie,Web,413.35
1049,2024-12-23,422,Webcam HD,Informatique,6.16,3,,Boutique,18.48
1050,2025-10-07,482,Câble USB-C,Informatique,184.33,3,Saint Richardnec,Boutique,552.99
1051,2025-02-25,169,Clavier,Informatique,-19.85,2,Saint Paulettedan,Web,-39.7
1052,2025-08-20,426,Webcam HD,Accessoire,41.8,5,Lemoine,Boutique,209.0
1053,2025-04-04,335,Écran 24 pouces,Informatique,88.1,1,Diaz,Boutique,88.1
1054,2025-05-27,334,Disque SSD,Informatique,143.76,1,Marques,Web,143.76
1055,2025-04-06,389,Disque SSD,Informatqiue,160.32,2,Schneidernec,Web,320.64
1056,2025-03-16,138,Disque SSD,Audio,22.78,5,Thierry,Marketplace,113.9
1057,2024-11-28,61,Webcam HD,Informatique,116.56,3,LégerBourg,Boutique,349.68
1058,2025-07-08,138,Disque SSD,Accessoire,-189.92,1,,Web,-189.92
1059,2025-09-09,215,Écran 24 pouces,Informatqiue,55.63,1,Ruiz,Web,55.63
1060,2024-12-11,495,Chargeur rapide,Audio,46.91,5,Da Silva-les-Bains,Web,234.55
1061,2025-08-21,38,Chargeur rapide,Informatique,162.42,1,Robin,Web,162.42
1062,2025-07-30,294,Webcam HD,Informatique,200.15,2,Lopes-sur-Léger,Web,400.3
1063,2025-07-01,103,Webcam HD,Informatique,49.03,3,Valette,Web,147.09
1064,2025-07-27,209,Disque SSD,Informatqiue,171.11,1,Cohen,Boutique,171.11
1065,2025-08-14,322,Webcam HD,Informatique,158.72,2,Saint Robert,Marketplace,317.44
1066,2025-10-10,377,Disque SSD,Informatique,28.59,0,Foucher-la-Forêt,Web,0.0
1067,2024-12-06,450,Webcam HD,Informatique,117.47,1,,Web,117.47
1068,2024-12-23,199,Clavier,Informatique,144.87,2,RenaultBourg,Web,289.74
1069,2025-07-08,458,Disque SSD,Informatique,149.44,1,Joseph,Web,149.44
1070,2025-02-03,433,Clavier,Informatique,49.39,3,Marques,Web,148.17
1071,2025-03-20,281,Disque SSD,Informatique,-208.81,10,,Marketplace,-2088.1
1072,2025-04-30,397,Webcam HD,Informatique,7.29,1,Maillet-la-Forêt,Web,7.29
1073,2025-09-06,223,Clavier,Informatique,86.67,2,Carpentier,Boutique,173.34
1074,2025-07-24,336,Enceinte Bluetooth,Informatique,51.45,1,Carlier-la-Forêt,Web,51.45
1075,2025-03-15,367,Batterie externe,Informatique,173.54,1,,Marketplace,173.54
1076,2025-01-31,411,Enceinte Bluetooth,Informatique,-31.9,10,Sainte Pauline,Web,-319.0
1077,2025-01-18,54,Clavier,Informatique,-69.61,2,Saint Richard,Boutique,-139.22
1078,2025-07-16,152,Souris,Audio,97.58,3,Saint Marthe,Web,292.74
1079,2025-08-20,16,Disque SSD,Informatique,28.68,2,Sainte Anaïs,Boutique,57.36
1080,2025-03-30,183,Clavier,Audio,137.93,2,Guibert,Marketplace,275.86
1081,2025-08-19,249,Écran 24 pouces,Audio,82.15,2,Sainte Josettedan,Marketplace,164.3
1082,2025-01-10,8,Câble USB-C,Informatique,178.87,3,Saint XavierVille,Web,536.61
1083,2025-05-04,339,Chargeur rapide,Informatique,72.51,2,Bailly,Web,145.02
1084,2025-05-09,45,Batterie externe,Audio,141.33,1,,Web,141.33
1085,2025-06-02,254,Chargeur rapide,Audio,161.81,5,Meyer-sur-Pinto,Web,809.05
1086,2025-07-25,96,Écran 24 pouces,Accessoire,75.6,2,Devaux,Web,151.2
1087,2024-11-09,396,Disque SSD,Audio,27.49,1,Boulay,Boutique,27.49
1088,2025-02-15,447,Disque SSD,Informatique,-157.4,5,Sainte Henri,Web,-787.0
1089,2025-04-26,79,Souris,Informatique,-139.83,10,Girard,Web,-1398.3
1090,2025-10-29,252,Chargeur rapide,Audio,143.67,1,Picard-sur-Laine,Boutique,143.67
1091,2025-09-16,360,Chargeur rapide,Informatique,206.34,2,,Web,412.68
1092,2025-07-17,104,Souris,Informatique,35.05,3,Guillet,Marketplace,105.15
1093,2024-12-10,202,Webcam HD,Informatqiue,113.86,1,Grondin-la-Forêt,Web,113.86
1094,2025-04-09,442,Disque SSD,Informatique,177.05,1,Pariss,Boutique,177.05
1095,2025-01-06,222,Souris,Informatqiue,167.02,3,BessonVille,Marketplace,501.06
1096,2025-03-12,476,Chargeur rapide,Informatique,112.32,2,Hubert-la-Forêt,Boutique,224.64
1097,2025-08-14,125,Webcam HD,Audio,154.08,10,Gosselin,Web,1540.8
1098,2025-07-17,427,Batterie externe,Audio,194.56,1,Saint Anastasie-la-Forêt,Boutique,194.56
1099,2024-11-03,396,Chargeur rapide,Audio,166.94,3,Marchal-sur-Duhamel,Web,500.82
1100,2025-09-05,488,Écran 24 pouces,Audio,20.61,1,,Web,20.61
1101,2025-02-28,157,Batterie externe,Informatique,157.0,1,Leroux,Boutique,157.0
1102,2025-04-12,335,Enceinte Bluetooth,Audio,36.85,2,Sainte Adèle,Web,73.7
1103,2025-06-05,398,Enceinte Bluetooth,Informatique,77.56,5,,Web,387.8
1104,2024-12-28,350,Batterie externe,Informatique,134.93,5,Girard,Marketplace,674.65
1105,2025-10-26,141,Casque Bluetooth,Audio,50.63,2,Pruvost,Web,101.26
1106,2025-01-15,211,Casque Bluetooth,Informatique,119.68,1,,Web,119.68
1107,2025-10-09,237,Casque Bluetooth,Audio,172.26,3,,Web,516.78
1108,2025-06-23,196,Batterie externe,Informatique,54.16,3,Saint Thomasdan,Boutique,162.48
1109,2024-11-05,9,Écran 24 pouces,Informatique,-19.02,2,Le Gall,Web,-38.04
1110,2025-09-20,253,Batterie externe,Informatique,105.94,1,ChauveauVille,Boutique,105.94
1111,2025-06-29,100,Batterie externe,Audio,122.94,3,Carlier-la-Forêt,Web,368.82
1112,2025-06-07,152,Clavier,Accessoire,139.99,5,Diaz,Marketplace,699.95
1113,2025-01-11,66,Câble USB-C,Audio,134.03,2,Maillard-sur-Collin,Web,268.06
1114,2025-09-16,28,Souris,Informatique,139.98,2,,Web,279.96
1115,2025-09-12,160,Batterie externe,Audio,10.64,1,Saint Claire,Marketplace,10.64
1116,2025-05-25,229,Casque Bluetooth,Accessoire,149.83,1,Humbert,Boutique,149.83
1117,2025-04-22,158,Chargeur rapide,Audio,161.36,5,LegrosBourg,Boutique,806.8
1118,2025-02-19,101,Enceinte Bluetooth,Informatique,-92.43,1,JulienBourg,Web,-92.43
1119,2025-05-12,34,Batterie externe,Informatqiue,171.16,1,Caron,Boutique,171.16
1120,2025-04-07,131,Casque Bluetooth,Informatique,82.27,3,,Web,246.81
1121,2025-01-15,78,Chargeur rapide,Informatique,99.02,2,Marty-les-Bains,Web,198.04
1122,2025-05-15,455,Webcam HD,Informatique,7.63,3,JulienBourg,Boutique,22.89
1123,2024-11-23,464,Clavier,Informatique,42.96,2,,Web,85.92
1124,2025-04-08,106,Écran 24 pouces,Accessoire,87.4,2,,Web,174.8
1125,2025-03-13,90,Chargeur rapide,Audio,161.87,2,Meyerboeuf,Boutique,323.74
1126,2025-04-17,478,Disque SSD,Audio,63.15,1,Saint Marthe,Boutique,63.15
1127,2025-04-11,310,Clavier,Informatique,53.58,2,,Web,107.16
1128,2024-11-17,3,Souris,Informatique,95.28,1,Duhamel,Boutique,95.28
1129,2024-12-29,344,Chargeur rapide,Informatique,68.09,3,Boulay,Boutique,204.27
1130,2025-07-10,306,Enceinte Bluetooth,Informatique,27.82,1,Auger,Web,27.82
1131,2024-12-11,202,Casque Bluetooth,Audio,83.54,3,Delaunay-sur-Paul,Web,250.62
1132,2025-06-15,409,Casque Bluetooth,Informatique,146.79,1,LabbéVille,Web,146.79
1133,2025-04-01,141,Chargeur rapide,Informatique,121.35,5,Sainte Bertrand,Boutique,606.75
1134,2025-02-10,271,Écran 24 pouces,Informatique,77.65,5,Saint Anastasie-la-Forêt,Boutique,388.25
1135,2025-02-08,216,Webcam HD,Informatique,129.59,-1,Blanchet,Web,-129.59
1136,2025-07-28,267,Câble USB-C,Informatique,77.02,1,,Boutique,77.02
1137,2025-05-04,288,Disque SSD,Informatique,70.85,2,Picard-sur-Laine,Boutique,141.7
1138,2025-06-24,129,Câble USB-C,Informatique,192.61,1,Baudry-sur-Mer,Marketplace,192.61
1139,2025-09-01,476,Enceinte Bluetooth,Audio,-32.0,2,Marindan,Web,-64.0
1140,2025-07-11,93,Souris,Audio,95.93,-1,Bègue,Web,-95.93
1141,2025-04-22,445,Casque Bluetooth,Informatqiue,67.98,2,Pariss,Web,135.96
1142,2025-08-20,392,Câble USB-C,Informatique,168.97,3,,Web,506.91
1143,2025-08-25,309,Batterie externe,Audio,138.77,1,Saint Virginie,Web,138.77
1144,2025-07-21,181,Câble USB-C,Informatique,155.14,3,Paris-la-Forêt,Web,465.42
1145,2025-06-11,300,Casque Bluetooth,Audio,104.32,3,Brunet,Boutique,312.96
1146,2024-11-04,61,Clavier,Informatique,42.87,1,Sainte Jacques-les-Bains,Web,42.87
1147,2025-06-28,34,Écran 24 pouces,Informatique,58.3,2,Pariss,Web,116.6
1148,2025-08-22,201,Chargeur rapide,Informatqiue,154.84,1,Loiseau,Boutique,154.84
1149,2024-11-03,469,Webcam HD,Informatique,41.49,-1,Saint Gilles,Web,-41.49
1150,2025-07-01,323,Chargeur rapide,Informatique,155.86,2,Saint Gilles,Web,311.72
1151,2025-02-28,282,Câble USB-C,Informatique,114.61,5,Saint Guillaume-sur-Mer,Web,573.05
1152,2025-06-12,470,Câble USB-C,Informatique,56.39,2,Humbert,Web,112.78
1153,2025-05-21,122,Écran 24 pouces,Informatique,85.47,3,Hubert-la-Forêt,Web,256.41
1154,2025-01-16,318,Câble USB-C,Informatique,144.17,10,Sainte Audrey,Web,1441.7
1155,2025-08-27,248,Câble USB-C,Informatique,76.34,-1,Pariss,Boutique,-76.34
1156,2025-04-06,232,Chargeur rapide,Informatqiue,208.02,2,Guillet,Web,416.04
1157,2024-12-17,294,Câble USB-C,Informatique,38.07,1,Da Silva-les-Bains,Web,38.07
1158,2025-10-19,45,Batterie externe,Informatique,120.54,2,MaceBourg,Web,241.08
1159,2025-09-18,184,Souris,Informatqiue,34.04,2,Pariss,Web,68.08
1160,2025-04-12,174,Enceinte Bluetooth,Informatique,61.46,1,Caron,Web,61.46
1161,2024-11-29,493,Batterie externe,Accessoire,73.66,5,Monnier,Boutique,368.3
1162,2025-02-09,71,Casque Bluetooth,Informatqiue,156.28,3,Pereira,Boutique,468.84
1163,2025-06-01,397,Écran 24 pouces,Audio,109.47,-1,,Web,-109.47
1164,2024-12-10,405,Chargeur rapide,Accessoire,131.16,5,Ribeiro-les-Bains,Marketplace,655.8
1165,2025-04-17,215,Écran 24 pouces,Accessoire,101.83,1,Lévêque-sur-Mer,Web,101.83
1166,2025-05-22,278,Webcam HD,Informatique,64.46,1,Marques,Web,64.46
1167,2025-10-17,437,Webcam HD,Informatique,24.37,2,Lopezdan,Web,48.74
1168,2024-10-29,4,Enceinte Bluetooth,Informatqiue,-103.78,1,Saint Hugues-la-Forêt,Web,-103.78
1169,2025-05-16,304,Chargeur rapide,Informatique,79.45,3,,Web,238.35
1170,2025-01-13,45,Webcam HD,Informatique,146.97,2,Laurent-sur-Mer,Boutique,293.94
1171,2025-02-27,353,Écran 24 pouces,Informatique,140.82,2,Schneider,Boutique,281.64
1172,2025-01-08,294,Clavier,Informatqiue,113.76,3,Saint Gilles,Boutique,341.28
1173,2025-05-11,148,Câble USB-C,Informatqiue,71.23,3,,Web,213.69
1174,2025-04-13,326,Écran 24 pouces,Informatique,-20.85,10,Saint Lucie,Web,-208.5
1175,2025-07-28,83,Câble USB-C,Accessoire,60.89,2,,Marketplace,121.78
1176,2025-07-10,141,Chargeur rapide,Accessoire,100.0,2,Le Gall,Web,200.0
1177,2025-09-16,177,Chargeur rapide,Informatique,151.86,2,Lagarde,Web,303.72
1178,2025-03-22,344,Câble USB-C,Informatique,23.71,2,Paul,Boutique,47.42
1179,2025-01-05,417,Souris,Informatique,18.57,1,Baudry,Web,18.57
1180,2024-12-14,199,Clavier,Informatqiue,138.49,2,Leconte-sur-Potier,Web,276.98
1181,2024-11-28,165,Batterie externe,Accessoire,109.14,3,Devaux,Web,327.42
1182,2025-10-19,51,Clavier,Informatique,138.67,2,Chauvetdan,Boutique,277.34
1183,2025-04-28,146,Câble USB-C,Informatqiue,177.47,1,Pariss,Web,177.47
1184,2024-12-17,327,Enceinte Bluetooth,Informatique,-148.53,2,Schneidernec,Boutique,-297.06
1185,2024-11-20,398,Disque SSD,Informatique,-182.28,1,Sainte Bertrand,Web,-182.28
1186,2025-01-24,140,Disque SSD,Informatique,66.22,3,Sainte Audrey,Boutique,198.66
1187,2025-01-30,111,Casque Bluetooth,Informatique,126.02,2,Imbert,Web,252.04
1188,2025-04-12,398,Webcam HD,Informatqiue,104.72,3,Martyboeuf,Boutique,314.16
1189,2025-02-05,303,Disque SSD,Informatique,29.09,2,Gillet,Web,58.18
1190,2025-02-16,281,Clavier,Informatique,-18.75,1,Guyon,Boutique,-18.75
1191,2024-11-23,181,Câble USB-C,Informatique,35.53,0,,Web,0.0
1192,2025-07-12,385,Écran 24 pouces,Informatique,61.54,2,Saint Andréenec,Web,123.08
1193,2025-03-09,260,Disque SSD,Informatique,21.51,2,Sainte Michelle,Web,43.02
1194,2025-01-10,356,Câble USB-C,Audio,41.15,3,JulienBourg,Marketplace,123.45
1195,2025-03-26,249,Batterie externe,Informatique,113.49,3,PotierVille,Boutique,340.47
1196,2024-12-22,391,Écran 24 pouces,Audio,98.29,2,Sainte MargaudVille,Marketplace,196.58
1197,2025-07-08,308,Casque Bluetooth,Informatique,104.11,1,Toussaintdan,Marketplace,104.11
1198,2025-03-28,460,Chargeur rapide,Informatique,153.42,1,Pariss,Boutique,153.42
1199,2025-02-20,293,Chargeur rapide,Informatique,119.64,2,Gaydan,Web,239.28
1200,2025-08-25,135,Enceinte Bluetooth,Audio,-82.39,5,Saint ConstanceVille,Boutique,-411.95
1201,2024-12-23,138,Casque Bluetooth,Informatique,174.25,3,,Web,522.75
1202,2024-12-10,430,Casque Bluetooth,Informatique,197.53,1,,Web,197.53
1203,2025-09-30,206,Écran 24 pouces,Accessoire,112.92,3,Guibert,Boutique,338.76
1204,2025-06-09,347,Chargeur rapide,Informatique,169.4,3,,Web,508.2
1205,2024-11-02,199,Enceinte Bluetooth,Informatqiue,-210.07,5,GermainVille,Boutique,-1050.35
1206,2024-12-02,281,Câble USB-C,Audio,181.43,2,Chrétien-sur-Legros,Web,362.86
1207,2025-07-20,227,Écran 24 pouces,Informatique,196.73,5,Guillou,Boutique,983.65
1208,2025-08-06,418,Écran 24 pouces,Informatique,88.31,5,Sainte Martin,Marketplace,441.55
1209,2025-07-08,79,Webcam HD,Informatqiue,84.97,3,Lebreton,Web,254.91
1210,2025-07-05,273,Webcam HD,Accessoire,186.47,5,,Boutique,932.35
1211,2025-08-21,489,Écran 24 pouces,Audio,161.35,1,Charpentier,Boutique,161.35
1212,2025-07-29,182,Écran 24 pouces,Accessoire,125.07,5,Sainte Josettedan,Web,625.35
1213,2025-04-06,291,Chargeur rapide,Informatique,162.35,5,LégerBourg,Web,811.75
1214,2025-08-15,491,Clavier,Audio,55.77,1,Hoareau,Marketplace,55.77
1215,2024-11-24,161,Souris,Informatique,103.83,3,Bonnin-sur-Didier,Marketplace,311.49
1216,2025-05-21,364,Webcam HD,Informatique,83.5,1,Michaud,Web,83.5
1217,2024-12-02,420,Souris,Audio,101.92,2,Alves-sur-Besnard,Boutique,203.84
1218,2025-01-06,371,Casque Bluetooth,Informatique,142.62,2,Petit-sur-Mer,Boutique,285.24
1219,2025-05-17,461,Câble USB-C,Informatique,110.47,1,Sainte Laurencedan,Web,110.47
1220,2025-05-24,327,Enceinte Bluetooth,Informatique,-33.56,10,Guillou,Boutique,-335.6
1221,2025-07-25,359,Casque Bluetooth,Audio,70.2,1,Renard-sur-Turpin,Boutique,70.2
1222,2025-03-07,352,Batterie externe,Informatique,177.3,3,Saint Patricia,Web,531.9
1223,2025-05-09,127,Enceinte Bluetooth,Audio,-217.85,3,Garcia,Boutique,-653.55
1224,2024-11-06,98,Clavier,Informatique,35.63,3,Gonzalez-sur-Perrin,Web,106.89
1225,2025-02-19,188,Webcam HD,Informatique,48.17,5,Hubert-la-Forêt,Boutique,240.85
1226,2025-06-01,116,Souris,Informatqiue,101.79,5,Mercier,Boutique,508.95
1227,2025-06-05,167,Clavier,Accessoire,31.66,10,Guyon,Boutique,316.6
1228,2025-01-04,274,Casque Bluetooth,Informatique,66.84,1,,Web,66.84
1229,2025-09-29,235,Clavier,Accessoire,122.34,2,Regnier-sur-Nicolas,Web,244.68
1230,2025-01-06,17,Clavier,Accessoire,-18.69,2,Chrétien-sur-Legros,Boutique,-37.38
1231,2025-05-13,201,Casque Bluetooth,Informatique,25.08,0,Sainte Charlotte-la-Forêt,Web,0.0
1232,2025-08-09,462,Chargeur rapide,Informatique,149.56,10,Pariss,Web,1495.6
1233,2025-05-17,191,Batterie externe,Audio,138.61,5,Humbert,Marketplace,693.05
1234,2025-09-19,135,Chargeur rapide,Informatique,184.47,0,Hebert,Web,0.0
1235,2025-08-12,328,Câble USB-C,Audio,88.39,5,,Boutique,441.95
1236,2025-02-05,154,Câble USB-C,Audio,92.69,2,Devaux-sur-Mer,Boutique,185.38
1237,2025-01-08,277,Webcam HD,Informatique,182.71,3,Guilbert,Web,548.13
1238,2024-11-04,100,Câble USB-C,Informatique,20.78,5,Saint Marthe,Boutique,103.9
1239,2024-12-23,323,Chargeur rapide,Informatique,214.2,2,Sainte Caroline-la-Forêt,Web,428.4
1240,2024-12-27,390,Webcam HD,Informatqiue,84.84,3,Chauvetdan,Web,254.52
